,battery_power,clock_speed,fc,int_memory,n_cores,pc,ram,sc_h,sc_w
1149,0.5978623914495659,0.4000000000000001,0.0,0.6774193548387097,0.7142857142857142,0.05,0.3019775521111705,0.1428571428571429,0.05555555555555555
442,0.2678690714762859,0.07999999999999996,0.15789473684210525,0.016129032258064516,0.8571428571428572,0.45,0.8431320149652591,0.5,0.611111111111111
1813,0.3680694722778892,0.16000000000000003,0.05263157894736842,0.06451612903225806,0.42857142857142855,0.8,0.07910208444681988,0.07142857142857145,0.05555555555555555
654,0.11022044088176358,0.0,0.3684210526315789,0.8387096774193549,0.2857142857142857,0.65,0.26670229823623726,0.7142857142857143,0.5
1264,0.11690046760187045,0.6800000000000002,0.05263157894736842,0.5967741935483871,0.0,0.25,0.48316408337787276,0.5714285714285714,0.38888888888888884
858,0.9198396793587176,0.0,0.47368421052631576,0.4354838709677419,1.0,0.9500000000000001,0.288081239978621,0.9285714285714285,0.38888888888888884
1482,0.012692050768203123,0.72,0.0,0.467741935483871,0.7142857142857142,0.7000000000000001,0.6672902191341528,0.5714285714285714,0.38888888888888884
231,0.5424181696726788,0.52,0.21052631578947367,0.1129032258064516,0.0,0.30000000000000004,0.944681988241582,0.4285714285714286,0.5555555555555556
1821,0.11957247828991319,0.76,0.6842105263157894,0.5161290322580645,0.14285714285714285,0.8500000000000001,0.959112773917691,0.7142857142857143,0.05555555555555555
1926,0.41482965931863736,0.0,0.0,0.6129032258064516,0.8571428571428572,0.7000000000000001,0.32068412613575625,0.2857142857142857,0.16666666666666666
881,0.4582498329993321,0.72,0.0,0.30645161290322576,0.7142857142857142,0.30000000000000004,0.6122394441475146,0.3571428571428571,0.16666666666666666
631,0.37541750167000676,0.24000000000000005,0.0,0.3870967741935484,0.5714285714285714,0.1,0.9494922501336183,0.8571428571428571,0.8888888888888888
375,0.18303273213092852,0.8400000000000001,0.0,0.4516129032258065,0.8571428571428572,0.5,0.6058257616247995,0.8571428571428571,0.8888888888888888
1960,0.37541750167000676,0.6000000000000001,0.0,0.4032258064516129,0.7142857142857142,0.35000000000000003,0.64457509353287,0.5,0.2777777777777778
367,0.21643286573146292,0.96,0.0,0.5161290322580645,1.0,0.8500000000000001,0.7105825761624799,0.2142857142857143,0.1111111111111111
558,0.14829659318637278,0.56,0.21052631578947367,0.4516129032258065,0.0,0.35000000000000003,0.5566541956173169,0.9999999999999999,0.5
275,0.4802939211756848,0.96,0.15789473684210525,0.967741935483871,0.42857142857142855,0.4,0.6234633885622661,0.9999999999999999,0.611111111111111
1977,0.5865063460253842,0.24000000000000005,0.05263157894736842,0.25806451612903225,0.14285714285714285,0.8,0.561731694281133,0.3571428571428571,0.2777777777777778
874,0.5551102204408819,0.12000000000000005,0.10526315789473684,0.14516129032258066,0.14285714285714285,0.2,0.274986638161411,0.0,0.0
1678,0.23580494321977297,0.2,0.2631578947368421,0.24193548387096772,0.42857142857142855,0.45,0.7640299305184393,0.1428571428571429,0.0
730,0.36606546426185715,0.03999999999999998,0.42105263157894735,0.0,0.7142857142857142,0.5,0.04730090860502405,0.3571428571428571,0.38888888888888884
573,0.9345357381429527,0.0,0.0,0.8548387096774194,0.0,0.05,0.9783538214858363,0.7142857142857143,0.2777777777777778
718,0.40547762191048775,0.2,0.15789473684210525,0.7580645161290323,0.5714285714285714,0.6000000000000001,0.801175841795831,0.5,0.0
577,0.2892451569806279,0.24000000000000005,0.3684210526315789,0.3548387096774194,0.5714285714285714,0.6000000000000001,0.20336718332442544,0.5,0.38888888888888884
56,0.21509686038744158,0.8800000000000001,0.6842105263157894,0.935483870967742,1.0,0.9500000000000001,0.1734366648850882,0.6428571428571429,0.611111111111111
868,0.32064128256513036,0.56,0.0,0.0,0.2857142857142857,0.35000000000000003,0.3428647781934794,0.9999999999999999,0.6666666666666666
1728,0.3767535070140281,0.9199999999999999,0.0,0.30645161290322576,0.5714285714285714,0.15000000000000002,0.2504008551576697,0.7857142857142857,0.7222222222222222
186,0.5110220440881764,0.0,0.0,0.04838709677419355,0.7142857142857142,0.45,0.3824158204168893,0.4285714285714286,0.0
282,0.8937875751503006,0.27999999999999997,0.47368421052631576,0.8387096774193549,0.8571428571428572,0.55,0.1793158738642437,0.9999999999999999,0.5555555555555556
1138,0.6092184368737475,0.48000000000000004,0.10526315789473684,0.12903225806451613,0.7142857142857142,0.30000000000000004,0.6977552111170496,0.0,0.2222222222222222
1044,0.47895791583166336,0.9199999999999999,0.15789473684210525,0.5967741935483871,0.8571428571428572,0.7000000000000001,0.3770710849812934,0.3571428571428571,0.0
1068,0.39679358717434876,0.0,0.21052631578947367,0.6935483870967742,0.0,0.25,0.08123997862105825,0.2857142857142857,0.05555555555555555
1624,0.03607214428857719,1.0000000000000002,0.2631578947368421,0.5806451612903226,0.14285714285714285,0.5,0.3821485836451095,0.2142857142857143,0.05555555555555555
675,0.06613226452905813,0.8,0.42105263157894735,0.32258064516129037,0.0,0.55,0.851149118118653,0.9999999999999999,0.05555555555555555
1701,0.5377421509686039,0.6400000000000001,0.10526315789473684,0.5,0.2857142857142857,0.45,0.6052912880812399,0.07142857142857145,0.2777777777777778
1886,0.38810955243820977,0.72,0.5789473684210527,0.0,0.42857142857142855,1.0,0.5133618385889898,0.5,0.1111111111111111
1824,0.8423513694054776,0.03999999999999998,0.15789473684210525,0.3870967741935484,0.7142857142857142,0.7000000000000001,0.6427044361304115,0.2857142857142857,0.38888888888888884
1761,0.5531062124248498,0.48000000000000004,0.2631578947368421,0.33870967741935487,1.0,0.30000000000000004,0.5483698556921432,0.4285714285714286,0.5555555555555556
1418,0.27187708750835005,0.6400000000000001,0.05263157894736842,0.6774193548387097,0.5714285714285714,0.1,0.8717263495456974,0.7857142857142857,0.6666666666666666
587,0.7762191048764195,0.0,0.0,0.6129032258064516,0.42857142857142855,0.75,0.28861571352218063,0.2142857142857143,0.2777777777777778
192,0.6606546426185705,0.0,0.21052631578947367,1.0,1.0,0.4,0.8936397648316408,0.8571428571428571,0.5
693,0.32398129592518377,0.4000000000000001,0.05263157894736842,0.33870967741935487,1.0,0.15000000000000002,0.5689470871191875,0.7857142857142857,0.5
764,0.9004676018704076,0.72,0.3684210526315789,0.20967741935483872,0.5714285714285714,0.9500000000000001,0.8527525387493319,0.6428571428571429,0.611111111111111
671,0.23446893787575152,0.2,0.21052631578947367,0.967741935483871,0.8571428571428572,0.65,0.5336718332442544,0.8571428571428571,0.2222222222222222
899,0.40814963259853043,0.0,0.0,0.16129032258064516,0.42857142857142855,0.30000000000000004,0.8140032068412613,0.4285714285714286,0.0
1688,0.11489645958583838,0.56,0.6842105263157894,0.532258064516129,0.7142857142857142,0.7000000000000001,0.8778727952966328,0.9285714285714285,0.9444444444444444
1071,0.6940547762191049,0.07999999999999996,0.05263157894736842,0.935483870967742,0.8571428571428572,0.6000000000000001,0.3567610903260288,0.9999999999999999,0.0
304,0.45156980627922516,0.16000000000000003,0.05263157894736842,0.4354838709677419,0.14285714285714285,0.4,0.014698022447888828,0.9285714285714285,0.2777777777777778
120,0.8016032064128258,0.4400000000000001,0.15789473684210525,0.12903225806451613,1.0,0.35000000000000003,0.6258685195082843,0.5,0.5
1100,0.16032064128256518,0.4000000000000001,0.05263157894736842,0.1935483870967742,0.5714285714285714,0.65,0.4355959380010689,0.9999999999999999,0.611111111111111
1256,0.8323313293253174,0.0,0.21052631578947367,0.17741935483870966,0.7142857142857142,0.6000000000000001,0.7613575628006413,0.1428571428571429,0.05555555555555555
1415,0.8403473613894457,0.35999999999999993,0.5263157894736842,0.20967741935483872,0.42857142857142855,0.65,0.494655264564404,0.9285714285714285,0.2777777777777778
872,0.045424181696726795,0.0,0.5263157894736842,0.03225806451612903,0.2857142857142857,0.9500000000000001,0.5598610368786745,0.2142857142857143,0.38888888888888884
1270,0.36873747494989983,0.96,0.3684210526315789,0.6451612903225806,0.7142857142857142,0.8500000000000001,0.28941742383752,0.8571428571428571,0.0
535,0.45691382765531063,0.56,0.0,0.467741935483871,1.0,0.35000000000000003,0.585515766969535,0.7857142857142857,0.1111111111111111
729,0.42351369405477624,0.9199999999999999,0.47368421052631576,0.6612903225806451,0.0,0.55,0.7878140032068413,0.9285714285714285,0.7222222222222222
1402,0.29859719438877763,0.4000000000000001,0.3157894736842105,0.25806451612903225,0.42857142857142855,0.35000000000000003,0.7135221806520576,0.8571428571428571,0.7222222222222222
1811,0.024048096192384794,0.6000000000000001,0.05263157894736842,0.8548387096774194,0.8571428571428572,0.1,0.4738107963655799,0.3571428571428571,0.2777777777777778
1618,0.0006680026720107257,0.12000000000000005,0.3684210526315789,0.8064516129032258,0.7142857142857142,0.4,0.6440406199893105,0.0,0.2222222222222222
1842,0.3126252505010021,0.52,0.10526315789473684,0.6774193548387097,0.2857142857142857,0.35000000000000003,0.10288615713522181,0.2857142857142857,0.05555555555555555
1910,0.9158316633266534,0.56,0.2631578947368421,0.532258064516129,0.2857142857142857,0.7000000000000001,0.5780331373597006,0.7142857142857143,0.2777777777777778
1440,0.4228456913827656,0.16000000000000003,0.10526315789473684,0.17741935483870966,0.42857142857142855,0.9500000000000001,0.9021913415285943,0.8571428571428571,0.4444444444444444
1027,0.0006680026720107257,0.4000000000000001,0.3684210526315789,0.5645161290322581,0.14285714285714285,0.6000000000000001,0.37226082308925706,0.07142857142857145,0.05555555555555555
1369,0.21175684702738817,0.0,0.10526315789473684,0.33870967741935487,0.5714285714285714,0.8500000000000001,0.6044895777659005,0.9999999999999999,0.6666666666666666
1135,0.5631262525050101,0.4000000000000001,0.05263157894736842,0.1935483870967742,0.0,0.15000000000000002,0.48583645109567075,0.2142857142857143,0.05555555555555555
1437,0.9565798263193053,0.9199999999999999,0.05263157894736842,0.22580645161290322,0.2857142857142857,0.45,0.15553180117584178,0.6428571428571429,0.1111111111111111
774,0.3126252505010021,0.76,0.0,0.6935483870967742,0.8571428571428572,0.0,0.03955104222340994,0.9285714285714285,0.2777777777777778
325,0.2798931195724783,0.6400000000000001,0.2631578947368421,0.3709677419354839,0.8571428571428572,0.7000000000000001,0.14136825227151256,0.3571428571428571,0.38888888888888884
655,0.9973279893119573,0.4000000000000001,0.10526315789473684,0.08064516129032258,1.0,0.35000000000000003,0.8995189738107963,0.1428571428571429,0.0
102,0.028056112224448926,0.0,0.0,0.8870967741935484,0.5714285714285714,0.2,0.5764297167290219,0.8571428571428571,0.7777777777777777
126,0.21710086840347365,0.76,0.0,0.9032258064516129,0.42857142857142855,0.05,0.6966862640299305,0.2857142857142857,0.16666666666666666
1053,0.08149632598530399,0.16000000000000003,0.05263157894736842,0.016129032258064516,1.0,0.35000000000000003,0.8768038482095135,0.7857142857142857,0.7222222222222222
1227,0.6179024716098865,0.8,0.10526315789473684,0.8548387096774194,0.0,0.35000000000000003,0.6162479957242116,0.0,0.05555555555555555
927,0.30594522378089517,0.48000000000000004,0.7894736842105263,0.17741935483870966,0.42857142857142855,0.8,0.820951362907536,0.3571428571428571,0.5
48,0.051436205744822994,0.8400000000000001,0.10526315789473684,0.8870967741935484,1.0,0.4,0.270978086584714,0.7142857142857143,0.16666666666666666
111,0.07748830995323985,0.72,0.0,0.4838709677419355,0.8571428571428572,1.0,0.5229823623730625,0.9285714285714285,0.7222222222222222
236,0.4221776887107549,0.35999999999999993,0.15789473684210525,0.6451612903225806,0.5714285714285714,0.6000000000000001,0.32095136290753606,0.9285714285714285,0.6666666666666666
372,0.802939211756847,0.4000000000000001,0.894736842105263,0.8548387096774194,0.5714285714285714,0.9500000000000001,0.731427044361304,0.0,0.05555555555555555
994,0.21175684702738817,0.32,0.7368421052631579,0.6612903225806451,0.7142857142857142,0.75,0.0774986638161411,0.5,0.3333333333333333
285,0.44822979291917175,0.56,0.0,0.4032258064516129,0.0,0.15000000000000002,0.326296098343132,0.5,0.0
1971,0.024716098864395464,0.24000000000000005,0.0,0.3709677419354839,0.8571428571428572,0.35000000000000003,0.5235168359166221,0.2857142857142857,0.16666666666666666
1712,0.8563794255177022,0.0,0.42105263157894735,0.1935483870967742,1.0,0.55,0.41688936397648313,0.5,0.38888888888888884
560,0.44555778223112896,0.32,0.47368421052631576,0.9516129032258065,1.0,0.5,0.7795296632816675,0.2857142857142857,0.2222222222222222
1297,0.3039412157648631,0.56,0.05263157894736842,0.6451612903225806,0.8571428571428572,0.55,0.9203634420096205,0.3571428571428571,0.0
1464,0.18370073480293925,0.48000000000000004,0.0,0.29032258064516125,0.42857142857142855,0.45,0.11464457509353287,0.7142857142857143,0.611111111111111
877,0.6299265197060789,0.03999999999999998,0.10526315789473684,0.7419354838709677,0.5714285714285714,0.8500000000000001,0.610368786745056,0.8571428571428571,0.1111111111111111
87,0.3887775551102205,0.96,0.05263157894736842,1.0,0.2857142857142857,0.55,0.78941742383752,0.5714285714285714,0.16666666666666666
1685,0.6813627254509018,0.4400000000000001,0.2631578947368421,0.967741935483871,0.0,0.45,0.8816141101015499,0.0,0.1111111111111111
108,0.42351369405477624,0.6000000000000001,0.0,0.7096774193548387,0.0,0.2,0.7410475681453768,0.9999999999999999,0.9444444444444444
986,0.809619238476954,1.0000000000000002,0.2631578947368421,0.29032258064516125,0.8571428571428572,0.8500000000000001,0.19107429182255475,0.4285714285714286,0.5555555555555556
47,0.36940547762191056,0.52,0.15789473684210525,0.6129032258064516,0.8571428571428572,0.5,0.5451630144307856,0.7857142857142857,0.6666666666666666
698,0.9612558450233801,0.16000000000000003,0.21052631578947367,0.24193548387096772,0.5714285714285714,0.35000000000000003,0.5454302512025654,0.6428571428571429,0.3333333333333333
1954,0.12358049432197732,0.8800000000000001,0.0,0.5483870967741935,0.42857142857142855,0.05,0.3332442544094067,0.3571428571428571,0.0
1807,0.14161656646626591,0.35999999999999993,0.21052631578947367,0.8225806451612904,0.0,0.8500000000000001,0.322287546766435,0.9999999999999999,1.0
1342,0.9839679358717437,0.0,0.47368421052631576,0.12903225806451613,0.7142857142857142,0.6000000000000001,0.31453768038482094,0.07142857142857145,0.05555555555555555
700,0.04008016032064132,0.6400000000000001,0.3684210526315789,0.0,0.2857142857142857,0.65,0.10929983965793694,0.3571428571428571,0.0
1146,0.9498997995991985,0.2,0.2631578947368421,0.1935483870967742,0.42857142857142855,0.30000000000000004,0.6047568145376804,0.5714285714285714,0.0
555,0.4869739478957916,0.6800000000000002,0.3157894736842105,0.3870967741935484,0.5714285714285714,0.35000000000000003,0.19561731694281131,0.4285714285714286,0.2777777777777778
478,0.7441549766199065,0.0,0.7368421052631579,0.20967741935483872,0.42857142857142855,0.8,0.8637092463923035,0.7857142857142857,0.1111111111111111
1480,0.06813627254509019,0.4000000000000001,0.42105263157894735,0.16129032258064516,0.7142857142857142,1.0,0.34393372528059857,0.1428571428571429,0.2777777777777778
1986,0.426185704742819,0.16000000000000003,0.3157894736842105,0.9032258064516129,0.14285714285714285,0.55,0.42597541421699625,0.2857142857142857,0.2222222222222222
486,0.39278557114228463,0.16000000000000003,0.631578947368421,0.0,0.5714285714285714,0.75,0.6704970603955104,0.5714285714285714,0.6666666666666666
857,0.7007348029392118,0.8,0.3157894736842105,0.30645161290322576,0.14285714285714285,0.55,0.5563869588455371,0.7857142857142857,0.05555555555555555
701,0.8122912491649967,0.32,0.05263157894736842,0.967741935483871,0.0,0.15000000000000002,0.7936932121859968,0.07142857142857145,0.2222222222222222
1086,0.9138276553106213,0.8400000000000001,0.0,0.4516129032258065,0.0,0.65,0.2990379476215927,0.7142857142857143,0.16666666666666666
1595,0.4709418837675351,1.0000000000000002,0.5263157894736842,0.4516129032258065,0.2857142857142857,0.65,0.4192944949225013,0.1428571428571429,0.05555555555555555
1087,0.5544422177688711,0.0,0.42105263157894735,0.8548387096774194,0.2857142857142857,0.75,0.3944414751469802,0.07142857142857145,0.1111111111111111
1058,0.09485637942551772,0.2,0.47368421052631576,0.25806451612903225,1.0,0.6000000000000001,0.6392303580972741,0.1428571428571429,0.2777777777777778
1231,0.14428857715430865,0.0,0.21052631578947367,0.12903225806451613,0.0,0.25,0.11544628540887225,0.3571428571428571,0.38888888888888884
1647,0.18036072144288584,0.0,0.0,0.5,0.2857142857142857,0.8500000000000001,0.17744521646178513,0.7857142857142857,0.1111111111111111
1219,0.3226452905811624,0.0,0.15789473684210525,0.1129032258064516,0.2857142857142857,1.0,0.1563335114911812,0.9285714285714285,0.8333333333333333
827,0.7528390113560455,0.0,0.2631578947368421,0.5,0.7142857142857142,0.4,0.8297701763762693,0.7857142857142857,0.5555555555555556
1314,0.9352037408149634,0.0,0.2631578947368421,0.6290322580645161,0.14285714285714285,0.8500000000000001,0.02993051843933725,0.0,0.05555555555555555
1247,0.7114228456913829,0.0,0.0,0.29032258064516125,0.14285714285714285,0.0,0.10769641902725813,0.6428571428571429,0.5
1228,0.8810955243820977,0.48000000000000004,0.0,1.0,0.0,0.15000000000000002,0.08498129342597541,0.3571428571428571,0.1111111111111111
1944,0.028724114896459596,0.0,0.10526315789473684,0.08064516129032258,0.5714285714285714,0.75,0.37920897915553176,0.5714285714285714,0.2222222222222222
950,0.5885103540414163,0.0,0.3684210526315789,0.17741935483870966,0.14285714285714285,0.9,0.4855692143238909,0.7857142857142857,0.38888888888888884
1237,0.7060788243152973,0.8,0.10526315789473684,0.4838709677419355,0.5714285714285714,0.15000000000000002,0.16622127204703366,0.7857142857142857,0.2777777777777778
745,0.26252505010020044,0.6400000000000001,0.8421052631578947,0.22580645161290322,1.0,1.0,0.834045964724746,0.0,0.05555555555555555
761,0.038076152304609256,0.9199999999999999,0.05263157894736842,0.7580645161290323,0.5714285714285714,0.2,0.036344200962052375,0.3571428571428571,0.2777777777777778
406,0.33800935203740823,0.6000000000000001,0.0,0.6935483870967742,0.5714285714285714,0.1,0.906467129877071,0.2857142857142857,0.0
692,0.18704074816299265,0.24000000000000005,0.10526315789473684,0.5806451612903226,0.5714285714285714,0.35000000000000003,0.8690539818278995,0.5714285714285714,0.4444444444444444
1065,0.362057448229793,0.0,0.3684210526315789,0.6451612903225806,0.2857142857142857,0.4,0.17530732228754675,0.7857142857142857,0.5
1930,0.15430861723446898,0.32,0.2631578947368421,0.4838709677419355,1.0,0.35000000000000003,0.9692677712453233,0.5,0.1111111111111111
348,0.2458249832999333,0.2,0.3684210526315789,0.8870967741935484,0.0,0.75,0.6603420630678781,0.5714285714285714,0.16666666666666666
1786,0.28657314629258523,0.0,0.15789473684210525,0.5161290322580645,0.42857142857142855,0.8,0.5010689470871191,0.1428571428571429,0.1111111111111111
169,0.7134268537074149,0.9199999999999999,0.894736842105263,0.6774193548387097,0.42857142857142855,1.0,0.26830571886691607,0.2857142857142857,0.1111111111111111
887,0.37274549098196397,0.0,0.0,0.7741935483870968,1.0,0.05,0.09700694815606625,0.0,0.16666666666666666
480,0.6118904475617903,0.8800000000000001,0.10526315789473684,0.8709677419354839,0.7142857142857142,0.2,0.08925708177445216,0.4285714285714286,0.16666666666666666
1610,0.863059452237809,0.8800000000000001,0.631578947368421,0.6774193548387097,0.5714285714285714,0.8500000000000001,0.6806520577231426,0.9999999999999999,0.5
1334,0.35938543754175023,0.0,0.42105263157894735,0.7258064516129032,1.0,0.45,0.39711384286477813,0.9285714285714285,0.6666666666666666
512,0.78623914495658,0.72,0.5789473684210527,0.08064516129032258,0.0,0.7000000000000001,0.08498129342597541,0.0,0.16666666666666666
1421,0.11088844355377425,0.32,0.21052631578947367,0.06451612903225806,0.7142857142857142,0.5,0.8845537145911276,0.2857142857142857,0.2777777777777778
1166,0.33266533066132264,0.52,0.0,0.4032258064516129,0.42857142857142855,0.05,0.290753607696419,0.8571428571428571,0.5555555555555556
1946,0.05945223780895126,0.27999999999999997,0.0,0.4838709677419355,0.7142857142857142,0.05,0.41715660074826294,0.3571428571428571,0.0
1073,0.4595858383433534,0.72,0.6842105263157894,0.0967741935483871,0.2857142857142857,0.7000000000000001,0.17022982362373063,0.2857142857142857,0.3333333333333333
1691,0.7361389445557782,0.0,0.05263157894736842,0.24193548387096772,0.14285714285714285,0.4,0.3690539818278995,0.8571428571428571,0.16666666666666666
510,0.12424849699398799,0.32,0.47368421052631576,0.7741935483870968,0.42857142857142855,1.0,0.8444681988241581,0.6428571428571429,0.3333333333333333
389,0.8089512358049433,0.35999999999999993,0.05263157894736842,0.9838709677419355,0.8571428571428572,0.6000000000000001,0.9075360769641903,0.7857142857142857,0.05555555555555555
1657,0.47227788911155655,0.96,0.2631578947368421,0.22580645161290322,0.0,0.9500000000000001,0.5197755211117049,0.8571428571428571,0.8888888888888888
1028,0.30460921843687383,0.07999999999999996,0.0,0.03225806451612903,0.14285714285714285,0.0,0.4388027792624265,0.5,0.2222222222222222
181,0.4435537742150969,0.76,0.5789473684210527,0.6290322580645161,0.7142857142857142,0.6000000000000001,0.13575628006413681,0.9999999999999999,0.6666666666666666
1540,0.9973279893119573,0.07999999999999996,0.2631578947368421,0.04838709677419355,0.14285714285714285,0.35000000000000003,0.42223409941207907,0.5,0.611111111111111
1243,0.4535738142952572,0.27999999999999997,0.2631578947368421,0.7741935483870968,0.42857142857142855,1.0,0.32282202030999463,0.1428571428571429,0.16666666666666666
1862,0.362057448229793,0.8800000000000001,0.15789473684210525,0.4354838709677419,1.0,0.8500000000000001,0.2477284874398717,0.0,0.16666666666666666
612,0.8917835671342687,0.6400000000000001,0.0,0.4516129032258065,0.8571428571428572,0.75,0.752538749331908,0.1428571428571429,0.16666666666666666
1428,0.8830995323981297,0.9199999999999999,0.5789473684210527,0.12903225806451613,1.0,0.9500000000000001,0.41582041688936394,0.0,0.0
1109,0.6953907815631264,0.72,0.05263157894736842,0.6612903225806451,0.14285714285714285,0.55,0.8939070016034205,0.6428571428571429,0.2222222222222222
1551,0.8089512358049433,0.16000000000000003,0.10526315789473684,0.33870967741935487,0.8571428571428572,0.9500000000000001,0.31159807589524313,0.0,0.0
1167,0.08082832331329326,0.07999999999999996,0.0,0.1129032258064516,0.14285714285714285,0.0,0.9780865847140565,0.5714285714285714,0.05555555555555555
623,0.09552438209752845,0.32,0.3684210526315789,0.4516129032258065,0.0,0.8,0.5681453768038481,0.2857142857142857,0.0
137,0.24382097528390123,0.0,0.2631578947368421,0.7096774193548387,1.0,0.35000000000000003,0.953768038482095,0.5,0.611111111111111
1567,0.29325317301269205,0.96,0.0,0.22580645161290322,0.42857142857142855,0.05,0.5173703901656868,0.7142857142857143,0.7222222222222222
161,0.3072812291249165,0.4000000000000001,0.5263157894736842,0.7903225806451613,0.7142857142857142,0.8,0.7282202030999465,0.7142857142857143,0.3333333333333333
309,0.9993319973279895,0.52,0.05263157894736842,0.6129032258064516,0.42857142857142855,0.4,0.3738642437199358,0.1428571428571429,0.3333333333333333
1262,0.6225784903139613,0.72,0.42105263157894735,0.4032258064516129,0.8571428571428572,0.6000000000000001,0.9738107963655798,0.9285714285714285,0.8888888888888888
748,0.19839679358717444,0.76,0.2631578947368421,0.03225806451612903,0.2857142857142857,0.45,0.7239444147514698,0.7142857142857143,0.38888888888888884
697,0.7120908483633934,0.0,0.15789473684210525,0.32258064516129037,0.7142857142857142,0.30000000000000004,0.5494388027792624,0.2857142857142857,0.05555555555555555
1443,0.4535738142952572,0.8,0.0,0.4032258064516129,0.7142857142857142,0.05,0.024585783003741313,0.1428571428571429,0.2777777777777778
177,0.9672678690714764,0.32,0.0,0.33870967741935487,0.5714285714285714,0.05,0.5938001068947086,0.6428571428571429,0.4444444444444444
1561,0.38410153640614564,0.72,0.0,0.1935483870967742,0.5714285714285714,0.0,0.5609299839657936,0.8571428571428571,0.8888888888888888
270,0.3774215096860388,0.03999999999999998,0.10526315789473684,0.08064516129032258,0.8571428571428572,0.9,0.05665419561731694,0.9999999999999999,0.7222222222222222
525,0.7267869071476287,0.35999999999999993,0.15789473684210525,0.3870967741935484,1.0,0.8,0.9925173703901655,0.7857142857142857,0.4444444444444444
987,0.7929191716766868,0.8,0.0,0.30645161290322576,0.8571428571428572,0.0,0.9962586851950828,0.8571428571428571,0.7777777777777777
846,0.6599866399465598,0.76,0.42105263157894735,0.4838709677419355,0.0,0.8,0.13896312132549438,0.1428571428571429,0.3333333333333333
563,0.527054108216433,0.0,0.0,0.016129032258064516,0.7142857142857142,0.2,0.2560128273650454,0.2857142857142857,0.4444444444444444
1265,0.001336005344021396,0.52,0.05263157894736842,0.17741935483870966,0.0,0.2,0.7645644040619989,0.9999999999999999,0.3333333333333333
993,0.12358049432197732,0.0,0.5789473684210527,0.016129032258064516,0.7142857142857142,0.75,0.08391234633885622,0.1428571428571429,0.3333333333333333
1602,0.6633266533066133,0.4400000000000001,0.21052631578947367,0.3548387096774194,0.0,0.8500000000000001,0.8973810796365579,0.7142857142857143,0.6666666666666666
661,0.9325317301269207,1.0000000000000002,0.05263157894736842,0.30645161290322576,1.0,0.1,0.004543025120256547,0.8571428571428571,0.3333333333333333
1990,0.7454909819639279,0.76,0.42105263157894735,0.5483870967741935,0.0,0.45,0.010689470871191875,0.0,0.16666666666666666
1015,0.5811623246492986,0.0,0.21052631578947367,0.8064516129032258,0.42857142857142855,0.9500000000000001,0.7423837520042758,0.5714285714285714,0.3333333333333333
1632,0.5751503006012024,0.96,0.0,0.7258064516129032,0.7142857142857142,0.2,0.9013896312132549,0.9999999999999999,0.9444444444444444
1291,0.5190380761523047,0.27999999999999997,0.5263157894736842,0.935483870967742,0.8571428571428572,0.7000000000000001,0.7712453233564938,0.4285714285714286,0.2222222222222222
1406,0.8216432865731464,0.72,0.9473684210526315,0.935483870967742,0.42857142857142855,1.0,0.2576162479957242,0.2857142857142857,0.16666666666666666
194,0.09285237140948566,0.03999999999999998,0.0,0.29032258064516125,0.42857142857142855,0.75,0.6916087653661143,0.1428571428571429,0.2777777777777778
